id,target
0,112.15168366025831
1,115.87976760712036
2,-25.876261575242577
3,-47.6358397302259
4,-102.51798161625864
5,-50.289319395344315
6,-81.36835979522411
7,20.937137932603775
8,172.90067195044608
9,170.88408456102297
10,-111.39443612410824
11,-25.59613481133685
12,-8.872080514481269
13,120.36150945828484
14,35.09400746548547
15,41.78966377564594
16,-199.4176945544769
17,17.739840911006752
18,8.536094604351362
19,133.0732103299342
20,61.45777124452266
21,-68.39998714317578
22,-114.50737628446285
23,-12.546908411243054
24,-64.18048540231443
25,7.520418888982808
26,23.78467860426549
27,104.76863050351056
28,19.45718990751101
29,-31.19280855159784
30,107.80088038633758
31,-51.113619665202386
32,215.83283486050618
33,-20.00277219505419
34,-238.03992037475686
35,152.54780550242907
36,-8.264958507503081
37,9.132767357443056
38,-318.7446708031505
39,73.47903221011924
40,-88.0889061586734
41,-214.92225985184376
42,-248.10351286701047
43,132.65718304293685
44,-80.84248999505505
45,101.17564239332351
46,-9.18199391154981
47,14.915094740137631
48,-104.8205476335454
49,-33.08742047935346
50,7.179806681320173
51,-184.2513397098392
52,60.85422476729889
53,-105.23084916569942
54,-112.70614896653404
55,-163.49566850976726
56,59.107065159747066
57,105.97835497960982
58,-79.92267914255191
59,38.71059100255121
60,36.83621294842189
61,-56.62420213191051
62,162.703482000836
63,38.96675646294519
64,52.65614060178669
65,19.572250823888353
66,78.32374928544147
67,-7.319122625688492
68,-8.260172573617545
69,-3.6335435361602606
70,-27.98253297399529
71,160.5279458025289
72,-46.04503893467648
73,18.02062656013048
74,-72.72582676412773
75,-76.79331515104252
76,33.04325359078494
77,-168.91523922409667
78,-6.57071923095934
79,149.51790537371232
80,-43.384737965688565
81,-127.89444473216366
82,-201.57815962864032
83,33.507865291731385
84,144.00916385078452
85,272.1137826630459
86,-266.61250343577643
87,-96.63833162115358
88,74.02375302183721
89,-96.27816532639822
90,-54.8034657005341
91,122.40201068045609
92,-171.59692158209862
93,-123.18985206930329
94,46.15078321335659
95,94.98932651194299
96,-224.59165868157737
97,-128.49120010083413
98,-181.70494792877682
99,-57.31455513584651
100,125.59344771442971
101,-90.0926585253485
102,-7.667562112798578
103,-5.596374735201167
104,-4.969756176817484
105,77.53696759278934
106,40.39715176925554
107,89.16507316984324
108,-34.53639142380764
109,-91.08124700439495
110,35.632397101701976
111,14.576679307468133
112,114.17640660622813
113,2.7104877922479744
114,70.49391798450856
115,28.42772192080957
116,-149.4995680990399
117,2.267562661459678
118,17.45351608521688
119,-27.373649416581486
120,-25.710913567831344
121,-265.55624987782085
122,266.7883425694109
123,154.22621361592925
124,10.444257646199123
125,81.33979037103319
126,-16.67932038812242
127,-160.62046283030602
128,109.85521188575994
129,-37.24146936578096
130,-224.92865416287916
131,118.16961535783548
132,-34.731984879278784
133,-92.93721251204144
134,168.70877510377568
135,34.22446826043071
136,-23.47980107942797
137,56.53896771755446
138,41.353311896228774
139,-183.10350069103004
140,127.7810353281603
141,-79.09335247986277
142,211.52759423749225
143,133.94923912286504
144,-4.8970752800495205
145,-160.78184245402375
146,-19.809765792760672
147,131.45012964441042
148,32.31241497104162
149,53.59722625344878
150,-9.172128100627944
151,-48.919142323641864
152,14.100688164951748
153,-74.56607455333588
154,24.672899966466645
155,140.07462852669823
156,347.92171021066287
157,215.58081194396252
158,23.44610853219801
159,-43.930067670665004
160,-179.6791035436991
161,8.012176956179196
162,299.0105263761884
163,71.85516184563161
164,-27.704314337624712
165,154.15871031611368
166,-163.71483865365468
167,140.0985728497824
168,169.0265505638303
169,-52.80650408023374
170,61.082761571785895
171,94.90181449203092
172,91.95608767008406
173,28.137774165164746
174,172.1384026269971
175,-157.9467059535635
176,-99.83800765084058
177,-176.55064348029637
178,-23.21511370609881
179,-113.3054614732181
180,-18.862824713856888
181,-64.05913178891586
182,-81.03134789031074
183,63.17806303174397
184,-75.0765070411588
185,86.3534685725773
186,-62.47080027976554
187,-115.5630535110728
188,-83.0940398839724
189,185.2939996346957
190,-46.04484514143849
191,218.3662414753241
192,-62.625696612228104
193,-89.5321667155522
194,44.11321900211389
195,-5.441386562032385
196,68.0043695010383
197,-66.01198915842852
198,208.7863954024408
199,-146.47321243961505
200,-103.7661400621918
201,-122.45631302324259
202,21.267906678483698
203,50.95561936271032
204,148.07093004884658
205,42.64128624688021
206,89.97693232284931
207,170.10449413645222
208,-280.41962739813715
209,-181.7865778418252
210,-111.2263861939296
211,-88.67611268232397
212,25.62884479094614
213,-56.958632814535406
214,74.1164920801746
215,-25.271371159510718
216,-57.720357592311075
217,-34.50168669114997
218,61.558481284467504
219,88.44959685977621
220,-89.9738774782424
221,-155.25990881073955
222,44.07148157685351
223,238.62238482699996
224,-54.479468269400996
225,10.528532393833594
226,-68.24632569950326
227,7.829469635324756
228,5.873964477624426
229,37.09955689120642
230,114.68512207431691
231,14.0429813712517
232,-113.43289346775947
233,43.12492795701236
234,96.99659947234548
235,-96.0846294480173
236,-181.37079566968544
237,166.9803651728101
238,106.59216849703344
239,57.46394163655022
240,-13.322687143825975
241,-30.57671950895984
242,-52.20457038236486
243,-178.55815199343243
244,-70.65331542300676
245,-33.342261593070496
246,-179.10457636719485
247,-32.252386953692685
248,30.198553038843173
249,-127.76585413022501
250,13.315622980678372
251,-6.2150021992384685
252,-264.08331716788314
253,-262.8321431474692
254,-174.15244594566872
255,41.831113777275476
256,128.97123642454122
257,67.46930244492516
258,118.47614806004549
259,90.58827341459565
260,17.257381999469878
261,-317.5730867931894
262,186.5890467976997
263,-136.980716749294
264,-48.840506288571866
265,-92.27043946355087
266,-94.34070670121578
267,135.43312809730585
268,161.19703642879918
269,-45.315538003636824
270,-149.4746741930848
271,110.56082088556316
272,-23.639938655753284
273,85.66394138194123
274,103.30068886119614
275,20.894444451489086
276,-56.24017362041569
277,-32.608195322023164
278,25.41995559084549
279,72.43813114327122
280,23.8495747416515
281,-135.95997302297602
282,-21.251607644928697
283,-15.532394879247294
284,-133.67426040187297
285,159.29477134873122
286,-14.54685556533185
287,-139.61595886560386
288,205.30511446285445
289,45.06236999703369
290,89.85197838005199
291,27.289198149031407
292,205.69658100075748
293,-45.07891821036638
294,-35.659181397648936
295,-45.66802771188552
296,48.31728618063834
297,-68.78988594818314
298,91.76721894109876
299,-90.32283774866585
300,-101.80603182648413
301,-30.2405322356178
302,-95.60840377747705
303,-27.8560329936168
304,55.89719756667411
305,-38.639033305239394
306,-81.07285781211769
307,-187.23607387130608
308,-172.5371948214193
309,37.406128659398156
310,74.8287368284044
311,301.5350484110917
312,125.67560766624287
313,128.04900313099563
314,47.809399075292255
315,-26.60882395682575
316,180.95537165273976
317,-63.92572817256431
318,125.86493698372044
319,150.99502871342096
320,-38.74330553038989
321,-209.5959547053605
322,-105.81803522917771
323,0.6001510650314259
324,-49.256462044748346
325,-42.673942029900616
326,157.15897793417525
327,131.69854664761158
328,20.359218190277684
329,-94.72572196820782
330,185.91307007898948
331,-71.81644700877257
332,61.14256020787413
333,76.21887334656302
334,96.73174431539242
335,-111.523633810786
336,111.89481008023644
337,-40.297757688197706
338,85.39258193069792
339,-89.42847721078121
340,-209.9044162987994
341,157.4404708268252
342,-99.30666274753649
343,61.511911592349634
344,123.78655011936615
345,27.258224498666948
346,-183.03111059520472
347,-38.69040511210449
348,-52.394145088963874
349,-123.46638368844036
350,8.199003745463429
351,-96.01135203162892
352,-44.968485607543954
353,-171.2440495022079
354,-226.53541363628224
355,0.6333155422229382
356,-214.61209306107486
357,184.56174488485146
358,-14.226336315631544
359,12.791557303404764
360,29.713383097643447
361,240.2455585754287
362,-33.440560511246645
363,130.94315412414915
364,53.97167040560825
365,6.817425681491648
366,-92.8299396341268
367,-15.189375981917856
368,224.42685751136952
369,-19.91666935258392
370,-146.18579238112653
371,-55.55589316054287
372,-100.51780321449863
373,3.7528066218941376
374,-19.259283461482628
375,-67.26068345514396
376,-22.29286390300341
377,-181.3198246758688
378,-130.1453939396784
379,41.9278728141349
380,-43.56831172358615
381,-165.05071334320718
382,85.35350505157112
383,-5.477143120132919
384,130.78534474047242
385,-52.65541698354842
386,-2.3383700861906576
387,172.6445559938614
388,168.7506861023999
389,42.292347651311644
390,-32.40855403452036
391,56.04477852892278
392,108.66576012520927
393,-42.001497808014435
394,-75.45766733304887
395,-88.1485096227331
396,-194.762400669198
397,123.08157289613912
398,62.99478274686297
399,53.28168449996274
